Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type
19.39,59.04,7,9.55,3.29,0
33.48,52.06,7,1.82,2.41,0
43.9,32.73,2,15.86,7.19,1
27.56,37.36,5,1.02,1.54,0
40.17,23.74,7,2.05,7.91,0
26.32,35.57,2,13.33,1.36,1
28.37,81.73,1,11.37,17.56,0
34.64,71.7,6,3.3,9.36,1
41.16,91.82,5,14.67,1.63,1
43.1,56.72,6,8.56,13.0,0
26.15,90.93,6,6.02,14.03,1
24.22,88.48,2,8.22,13.81,1
36.38,92.44,6,14.91,14.4,0
15.95,26.05,4,12.33,4.9,1
30.5,74.92,2,14.31,9.04,0
25.65,47.77,3,5.69,18.23,0
26.03,53.29,2,0.25,5.7,0
28.19,51.14,7,0.13,11.38,0
30.57,89.48,4,8.2,15.21,0
34.89,26.32,5,9.88,11.64,0
34.77,85.95,5,9.62,10.11,1
27.38,45.41,7,4.41,4.13,1
19.8,28.24,1,14.55,13.34,0
44.3,42.84,6,4.22,16.94,0
15.76,20.62,6,7.35,5.84,1
17.86,25.3,5,2.73,18.56,0
23.99,75.19,1,11.5,3.62,1
24.51,28.79,2,14.97,14.71,0
30.26,52.55,1,1.13,14.72,1
20.31,93.37,2,1.73,8.66,0
28.31,49.95,6,3.84,16.93,1
38.46,85.48,4,0.8,2.48,1
17.28,54.05,5,8.22,1.74,0
37.42,85.3,5,0.43,14.66,1
15.77,57.91,6,0.84,6.13,0
30.99,63.32,3,0.35,19.67,0
26.41,41.21,3,2.4,5.63,0
39.79,44.5,7,9.52,19.05,0
33.56,39.09,5,10.2,14.61,0
32.15,56.04,1,9.09,3.16,0
34.23,90.65,7,2.06,1.07,1
28.87,52.83,2,4.34,12.65,0
32.31,85.52,2,5.35,8.54,0
27.73,70.81,6,1.73,2.23,0
32.16,20.79,7,8.96,19.24,1
38.69,93.69,4,6.8,16.05,0
17.45,58.95,4,5.69,6.26,1
21.93,57.68,4,14.84,6.05,0
27.68,41.41,5,10.92,18.15,1
29.54,85.56,1,9.73,15.12,0
19.28,63.73,5,10.13,18.99,1
39.21,39.29,4,13.03,5.58,0
33.42,87.9,2,15.69,13.68,0
19.2,51.45,5,0.29,7.02,0
42.82,30.3,5,6.51,18.41,0
21.06,94.44,6,10.25,16.26,1
31.4,49.04,2,7.54,15.53,0
15.79,52.03,6,15.4,8.1,0
35.78,82.57,1,1.34,13.29,0
25.6,88.21,1,4.42,17.58,1
15.6,37.86,4,5.57,3.42,0
32.47,58.33,4,9.71,9.14,0
23.53,69.67,3,6.23,5.33,0
29.43,94.72,5,10.54,14.63,0
38.57,76.2,4,6.8,13.54,0
43.51,22.38,3,6.5,19.77,0
33.39,23.23,7,12.58,6.58,1
18.92,52.29,6,12.68,9.76,0
33.29,87.15,4,0.23,3.2,1
27.41,61.64,4,13.32,15.74,0
36.84,74.61,2,8.1,15.29,0
22.13,33.83,2,11.74,16.34,0
23.11,41.73,1,10.79,11.2,0
38.42,71.35,7,5.1,17.59,0
32.12,88.3,3,7.5,6.18,0
16.25,42.35,7,0.99,8.66,1
41.5,89.58,7,10.75,11.84,0
39.52,46.77,1,12.51,11.23,0
34.75,50.15,5,12.54,10.11,0
30.1,89.53,7,11.39,1.36,1
42.22,72.56,1,14.56,16.03,0
32.4,51.78,6,6.66,14.0,0
41.91,85.72,4,6.92,6.58,0
15.05,31.59,4,4.79,7.97,0
25.81,60.63,2,10.78,19.88,1
37.87,64.71,3,1.77,6.0,0
18.09,25.04,5,11.84,16.5,1
24.54,24.69,5,13.42,8.57,1
19.85,34.54,6,7.57,2.55,0
27.57,42.75,4,15.35,14.53,1
15.17,78.09,2,12.21,14.97,1
35.2,38.05,6,4.97,5.09,0
27.78,89.66,6,2.41,8.98,0
17.05,85.99,2,11.23,11.74,0
37.63,66.09,1,8.46,8.25,0
21.48,34.68,4,6.0,13.65,0
44.01,51.42,2,7.82,17.57,0
35.4,46.74,2,11.07,14.33,1
30.47,65.32,4,10.46,17.42,0
44.52,70.77,6,13.68,8.07,0
31.44,94.16,7,9.5,11.37,0
21.15,69.63,7,15.24,16.36,0
36.53,74.7,6,2.87,19.79,0
36.08,55.21,2,7.02,9.43,1
24.66,88.13,5,14.27,15.86,0
43.52,79.75,1,11.12,19.05,0
34.53,66.25,2,7.94,11.52,0
19.63,89.99,3,12.18,13.83,0
26.98,44.66,4,3.65,5.29,0
18.98,25.95,3,6.44,18.18,0
21.63,30.79,3,7.36,12.63,1
26.26,88.63,5,15.39,5.4,0
16.81,84.62,5,2.46,12.5,1
40.4,45.69,2,7.83,3.49,1
40.54,74.66,4,7.95,11.11,1
27.76,91.42,1,9.51,20.0,0
25.43,43.4,3,14.08,3.28,0
16.71,81.18,1,2.35,2.76,0
22.12,22.62,7,2.57,17.5,0
35.06,37.77,4,12.92,9.52,0
29.75,53.88,6,6.3,8.08,1
20.2,20.4,4,12.7,8.94,0
38.68,64.77,7,10.02,15.3,1
19.19,25.46,2,12.55,14.11,0
28.07,63.17,2,3.3,17.19,1
35.45,92.25,4,12.53,2.51,0
31.79,35.66,2,5.98,11.44,1
26.28,72.98,2,12.05,9.7,0
36.98,40.64,5,4.95,2.86,0
23.62,22.51,5,7.95,7.95,0
23.03,37.65,1,5.33,11.47,1
36.42,55.76,1,1.81,13.84,0
20.01,29.25,2,9.0,7.56,0
32.56,48.66,2,15.37,7.35,0
20.56,69.6,4,5.66,6.93,0
33.58,56.61,7,12.74,12.81,0
21.76,74.57,1,9.2,14.81,1
31.17,33.56,1,3.79,17.72,0
29.91,82.15,5,0.91,12.87,0
29.6,60.58,7,13.72,19.48,0
26.13,38.41,4,2.69,13.81,1
37.77,92.42,2,13.32,17.2,0
33.71,29.88,2,11.76,10.07,0
30.87,71.68,2,0.42,14.43,0
41.16,69.4,1,14.15,1.07,1
28.92,64.53,7,2.83,7.74,0
17.38,37.42,5,8.88,17.29,0
15.0,22.98,3,6.76,13.98,1
29.52,89.28,3,4.24,15.41,0
43.92,83.28,7,11.83,8.3,0
26.46,34.94,1,0.33,8.53,0
24.1,35.32,7,2.63,19.61,1
42.96,43.64,1,8.44,16.54,1
24.64,81.64,5,15.29,11.73,1
33.83,94.4,7,11.28,17.51,1
43.62,35.79,6,1.65,11.83,0
20.21,70.94,3,10.14,3.44,0
17.19,30.18,2,2.67,4.69,0
35.84,66.69,7,4.1,19.96,0
23.84,71.87,1,1.59,3.3,1
29.64,78.35,7,2.7,17.32,0
25.66,86.07,6,12.85,14.58,0
29.81,70.43,2,6.64,7.1,1
35.92,50.85,1,7.69,6.21,1
15.44,51.4,1,9.74,15.55,0
36.35,39.89,3,11.51,13.67,0
28.22,39.15,2,4.7,6.81,0
24.74,35.76,6,6.61,19.42,0
41.2,55.18,1,1.03,10.0,0
16.96,69.46,4,13.31,12.08,0
18.04,84.41,3,15.55,13.89,0
26.16,86.61,4,3.16,1.46,0
42.55,27.02,1,0.32,12.76,0
26.2,49.64,4,2.21,5.64,0
27.87,83.37,7,0.29,19.11,0
31.95,25.26,7,0.69,19.83,1
21.21,46.91,2,10.88,7.83,1
24.57,75.35,7,11.75,19.89,0
30.93,37.47,3,13.08,14.19,0
25.99,75.67,6,14.03,10.55,0
29.17,33.81,4,10.13,16.31,0
17.48,63.05,2,8.0,4.27,0
32.6,57.5,2,10.3,12.36,1
28.79,73.95,1,8.54,10.45,0
36.99,26.04,4,7.48,4.31,1
29.21,46.55,4,9.82,16.54,0
28.78,68.65,6,8.95,19.48,0
27.72,39.48,3,2.6,8.66,0
21.46,53.31,1,11.55,7.63,0
32.41,72.8,4,7.39,11.67,0
24.29,94.79,7,15.66,9.12,0
34.23,87.38,6,4.6,7.61,0
31.35,45.11,7,2.51,2.82,0
34.26,61.5,6,12.3,11.18,1
16.0,30.03,6,3.52,8.51,0
39.66,63.26,6,4.89,15.54,0
34.02,90.49,4,14.5,18.49,1
36.49,32.32,4,2.27,6.14,0
39.43,26.63,5,2.15,5.02,0
28.69,45.12,6,11.19,11.74,0
35.18,37.4,2,12.65,18.86,1
43.89,30.38,6,4.89,8.61,0
27.38,87.34,6,6.85,13.05,0
23.94,62.96,2,9.96,13.85,1
25.55,86.8,1,5.42,11.06,1
25.05,61.17,6,14.64,6.22,0
35.05,65.76,6,8.88,6.03,1
30.57,43.21,2,9.01,13.11,0
44.44,23.96,1,8.28,15.49,1
35.92,73.41,3,7.23,14.81,0
42.27,53.14,5,11.96,7.59,0
39.1,82.73,3,10.68,16.01,0
23.43,68.64,4,14.92,10.38,1
39.19,57.68,4,0.56,12.67,0
43.89,50.2,2,8.05,9.75,0
23.32,86.07,4,7.48,3.28,0
23.46,72.42,2,5.12,11.2,0
32.8,20.55,6,14.85,1.6,0
37.32,41.6,5,2.49,11.93,0
33.21,92.89,1,1.99,18.5,1
32.59,25.04,1,1.86,19.03,1
26.53,52.18,3,8.15,13.73,1
15.81,61.78,7,10.49,16.42,0
36.11,76.9,2,14.59,17.45,0
22.26,25.05,1,6.64,17.44,0
25.64,32.11,7,14.64,11.97,0
20.42,86.46,6,12.9,8.74,1
18.15,63.63,2,10.28,14.01,0
29.78,32.55,5,10.41,12.83,1
30.57,63.32,3,1.52,2.81,0
26.84,91.92,7,9.86,6.69,0
17.75,53.16,1,8.1,1.3,0
39.08,38.18,6,8.37,3.66,0
17.52,57.73,3,7.15,2.14,0
33.97,21.64,7,6.97,16.84,1
31.4,68.42,3,10.7,19.66,0
19.97,30.96,3,9.6,14.08,0
25.27,29.42,1,0.54,16.28,1
25.1,43.82,5,2.66,12.3,1
30.57,64.95,1,5.09,3.43,0
22.79,20.08,1,2.02,7.87,0
37.23,38.35,5,8.81,16.81,1
23.92,38.04,5,7.17,17.7,0
19.09,92.42,1,12.66,6.92,0
42.99,76.17,1,8.24,12.46,0
39.88,26.24,6,4.86,17.78,0
43.97,40.84,4,2.06,5.97,0
19.5,89.87,7,12.79,14.1,0
30.68,28.44,3,12.47,19.42,0
38.93,64.53,7,7.7,19.34,1
22.08,33.9,7,14.89,6.5,0
40.75,89.94,7,15.19,7.44,0
33.95,59.26,1,14.94,13.75,0
22.4,81.59,3,4.81,13.38,1
24.65,33.05,5,13.11,1.85,0
31.84,64.38,3,1.27,13.73,0
43.62,52.17,4,14.08,4.09,1
30.38,89.2,4,4.11,14.92,0
29.58,72.12,3,4.15,5.82,1
20.07,30.59,5,6.1,14.89,0
26.68,75.47,5,2.84,16.51,0
18.14,31.36,2,10.55,5.27,0
36.8,49.53,5,4.98,11.73,0
39.33,80.06,5,5.2,4.78,0
19.94,89.04,5,0.84,1.35,0
32.81,56.54,1,5.79,1.33,0
39.09,62.91,3,2.23,3.53,1
20.58,56.59,1,0.29,3.0,0
29.4,24.61,2,7.29,11.88,0
38.51,88.31,3,13.6,19.74,1
19.09,24.27,2,2.26,5.65,1
43.28,70.78,6,0.02,13.3,1
22.26,79.2,2,0.71,6.7,0
34.84,25.84,6,15.46,9.83,1
22.87,87.82,5,0.39,4.29,0
19.41,93.5,6,0.27,14.94,0
36.24,59.65,5,10.51,11.32,0
17.31,40.63,4,7.95,8.95,0
27.53,66.9,2,7.74,13.79,0
30.83,82.86,1,0.32,15.14,0
30.68,27.44,5,7.96,3.17,0
31.31,50.84,3,8.52,8.46,1
39.08,78.76,3,6.67,15.51,0
19.18,52.46,3,8.26,15.88,0
18.56,68.65,2,14.56,12.27,0
18.08,29.99,1,5.2,14.15,0
39.71,24.12,2,8.31,11.4,0
26.49,85.13,5,3.54,17.8,1
21.62,81.51,2,6.73,15.12,0
23.65,24.81,7,13.52,13.78,0
42.55,84.78,3,4.96,18.86,0
15.23,50.55,1,1.58,5.36,0
20.01,62.69,6,8.67,1.35,1
39.64,28.74,7,0.57,17.89,1
40.86,49.48,7,2.89,11.12,0
27.52,80.38,6,3.66,3.51,1
24.09,63.94,5,13.56,11.32,0
41.71,48.27,7,14.46,16.25,0
31.33,61.51,5,2.45,10.11,0
25.68,66.54,2,12.89,6.91,1
44.05,72.66,1,12.38,17.04,0
23.57,54.14,5,0.03,13.04,1
24.75,77.68,7,11.43,2.37,0
44.77,76.39,2,4.73,19.15,0
20.3,54.9,7,9.69,6.7,0
36.7,40.4,2,2.97,12.9,1
39.02,49.72,5,12.17,3.19,1
38.27,81.1,7,4.29,3.43,0
