Temperature,Humidity,Occupancy,AC_Hours,Appliance_Hours,Day_Type,Electricity_Consumption
21.84,54.39,3,3.51,11.83,Weekday,129.56
21.36,62.34,5,10.84,4.18,Weekday,162.5
33.33,69.73,1,12.13,16.92,Weekend,183.66
27.33,70.93,3,3.6,19.25,Weekend,147.91
40.2,89.88,5,1.23,1.78,Weekday,146.43
42,94.77,2,12.97,2.48,Weekend,189.44
25.6,74.01,4,15.62,17.81,Weekday,200.86
22.11,41.54,7,10.31,16.5,Weekday,188.5
38.42,85.98,6,4.45,12.74,Weekday,200.64
23.24,23.69,2,15.95,18.95,Weekday,179.59
39.68,37.33,1,14.29,13.28,Weekday,179.83
27.71,87.3,6,8.21,5.1,Weekday,172.5
35.03,39.21,7,13.21,14.84,Weekday,223.56
17.87,36.55,2,13.05,13.27,Weekday,144.07
33.72,30.36,2,14.96,19.73,Weekday,202.68
28.55,84.43,2,13.45,5.06,Weekday,149.79
32.6,57.5,2,10.3,12.36,Weekend,174.24
20.04,70.62,6,9.75,15.82,Weekday,179.35
37.11,37.93,1,7.48,7.44,Weekday,144.56
40.88,76.85,7,10.02,8.21,Weekend,210.63
21.5,77,5,12.72,17.87,Weekday,205.88
17.87,43.44,3,15.5,8.68,Weekday,151.75
15.71,50.8,4,7.48,12.87,Weekday,140.05
34.26,35.73,7,9.18,17.9,Weekend,210.34
33.21,93.24,3,7.12,4.99,Weekend,168.77
31.4,68.42,3,10.7,19.66,Weekday,190.89
21.96,90.09,4,10.08,14.34,Weekday,169.66
26.73,42.75,7,0.29,10.43,Weekday,152.35
32.83,78.64,6,8.66,9.19,Weekend,192.63
29.9,77.44,1,1.42,19.13,Weekday,137.69
44.63,71.87,4,0.42,4.91,Weekend,159.11
19.09,92.42,1,12.66,6.92,Weekday,135.25
35.85,49.52,6,4.14,6.85,Weekday,164.46
27.13,29.8,3,5.45,6.49,Weekend,130.04
27.85,70.38,1,1.03,9.9,Weekend,98.26
36.53,74.7,6,2.87,19.79,Weekday,195.22
35.77,63.13,6,12.25,17.89,Weekday,222.97
44.74,35.51,5,7.9,7.23,Weekday,195.59
18.85,57.83,4,14.09,9.03,Weekday,173.5
18.12,43.41,5,6.36,13.72,Weekday,147.94
36.73,52.06,3,4.3,1.33,Weekday,111.67
32.35,68.39,4,5.56,16.58,Weekday,175.82
23.22,75.89,3,11.4,17.72,Weekday,172.78
17.38,37.42,5,8.88,17.29,Weekday,167.49
17.57,50.4,7,14.47,8.13,Weekday,184.45
41.83,40.19,6,9.63,9.78,Weekday,196.06
20.76,34.9,3,7.89,1.24,Weekend,111.55
24.7,78.75,4,12.57,8.59,Weekday,172.6
21.8,88.19,4,15.16,9.75,Weekday,176.59
25.65,47.77,3,5.69,18.23,Weekday,140.5
17.08,76.35,4,4,17.99,Weekday,140.53
30.57,87.27,6,9.86,19.36,Weekday,228.6
17.03,83.46,7,7.98,17.82,Weekday,192.52
39.01,33.71,6,15.83,1.16,Weekday,208.53
22.01,91.72,4,7.4,13.19,Weekend,176.02
31.2,48.25,3,1.19,2.3,Weekend,112.29
41.4,45.44,5,15.64,6.18,Weekday,208.47
34.53,24.68,4,13.5,11.99,Weekday,185.38
30.99,56.46,4,2.85,14.31,Weekday,142.43
24.73,28.18,4,14.47,13.44,Weekday,186.15
24.99,38.64,4,5.45,1.93,Weekday,109.86
35.08,43.77,3,6.03,2.97,Weekday,150.69
44.82,80.66,5,14.5,3.44,Weekday,210.49
34.86,85.66,5,8.48,2.74,Weekend,187.41
31.73,42.68,1,2.2,4.39,Weekday,107.32
36.92,84.4,4,5.9,14.08,Weekday,186.32
28.96,84.29,4,11.55,16.79,Weekend,216.29
16.8,77.35,1,2.79,8.77,Weekday,91.71
31.87,31,5,9.44,14.16,Weekday,181.35
43.73,71.77,2,11.12,4.8,Weekday,178.66
20.26,90.88,6,5.5,19.49,Weekday,184.09
35.7,71.19,2,11.1,7.65,Weekday,153.85
21.03,44.87,5,14.15,17.07,Weekday,191.68
31.07,57.54,7,7.55,18.96,Weekday,211.77
17.9,68.43,4,6.13,17.43,Weekday,147.69
28.51,58.29,2,4.02,2.27,Weekend,128.57
37.68,29,3,9.67,13.36,Weekday,174.44
25.43,43.4,3,14.08,3.28,Weekday,157.48
34.95,80.18,1,5.19,1.11,Weekend,138.18
38.86,84.61,5,6.34,1.98,Weekday,169.27
42.82,30.3,5,6.51,18.41,Weekday,208.21
22.04,91.43,2,8.97,18.26,Weekday,168.32
26.98,44.66,4,3.65,5.29,Weekday,126.73
19.57,69.67,5,13.16,11.39,Weekday,173.29
44.77,76.39,2,4.73,19.15,Weekday,191.77
42.81,80.9,2,11.29,10.44,Weekend,191.22
31.2,90.93,6,8.21,8.48,Weekday,185.55
40.26,43.47,6,9.37,10.18,Weekday,208.17
30.63,84.39,5,2.87,16.01,Weekday,165.68
33.71,29.88,2,11.76,10.07,Weekday,163.49
17.67,72.88,1,3.02,15.88,Weekday,109.77
37.66,75.65,1,1.82,9.2,Weekday,126.74
18.83,70.83,6,8.75,5.79,Weekday,154.04
39.78,38.92,5,11.35,7.2,Weekday,181.91
38.46,85.48,4,0.8,2.48,Weekend,145.29
36.26,32.66,7,1.11,10.45,Weekend,169.13
16.08,24.02,1,12.84,3.81,Weekday,105.69
24.09,73.81,1,12.94,16.42,Weekend,169.35
22.89,55.66,6,3.92,8.99,Weekday,150.65
25.8,83.68,6,9.84,15.54,Weekend,200.92
17.63,48.75,5,7.09,19.13,Weekday,161.11
43.11,32.62,6,10.12,17.14,Weekday,211.59
31.61,82.73,3,13.81,19.08,Weekend,214.32
24.17,61.17,7,1.28,11.79,Weekday,142.53
26.91,34.19,2,12.45,4.14,Weekend,139.98
28.42,74.03,1,7.89,18.77,Weekday,152.04
33.02,58.33,3,9.03,17.5,Weekday,186.96
30.47,65.32,4,10.46,17.42,Weekday,181.22
42.58,54.57,3,14.76,14.17,Weekend,221.76
29.91,82.15,5,0.91,12.87,Weekday,149.1
44.76,82.22,4,0.47,1.28,Weekday,153.35
40.54,73.2,4,2.85,15.21,Weekend,184.48
21.26,27.91,6,15.78,2.74,Weekend,166.76
42.92,82.91,3,11.44,5.94,Weekend,191.19
18.49,70.33,5,9.83,11.48,Weekday,163.78
39.52,72.28,1,0.75,9.58,Weekend,125.81
26.42,47.22,7,14.07,1.3,Weekend,196.14
41.34,85.95,6,13,16.66,Weekend,249.72
41.04,74.4,3,10.64,17.7,Weekday,205.45
39.18,28.44,1,5.43,13.96,Weekday,150.02
38.7,50.58,3,1.13,11.28,Weekday,129.31
24.14,86.48,6,9.28,19.25,Weekday,199.39
17.43,23.54,1,11.52,3.28,Weekday,107.45
27.09,92.11,6,1.51,15.02,Weekday,163.09
20.21,70.94,3,10.14,3.44,Weekday,110.01
35.85,67.35,4,4.58,8.26,Weekday,158.22
25.38,40.29,7,12.23,12.12,Weekday,199.5
44.27,38.66,2,8.63,15,Weekday,171.04
34.23,90.65,7,2.06,1.07,Weekend,143.99
39.67,42.37,4,8.42,5.95,Weekday,161.71
18.98,78.16,6,6.33,11.23,Weekday,157.17
40.86,49.48,7,2.89,11.12,Weekday,180.97
42.68,30.44,6,13.46,13.11,Weekday,207.67
29.61,20.8,6,0.18,6.77,Weekend,129.86
33.19,60.82,1,4.99,11.27,Weekday,141.48
37.94,93.18,5,0.2,4.61,Weekday,154.95
20.25,47.69,6,1.54,4.55,Weekday,125.45
30.08,46.79,7,4.75,11.95,Weekend,167.16
26.96,45.81,7,0.87,14.02,Weekday,160.06
19.39,59.04,7,9.55,3.29,Weekday,151.34
26.03,53.05,4,1.39,3.33,Weekday,114.66
17.05,85.99,2,11.23,11.74,Weekday,142.93
15.77,57.91,6,0.84,6.13,Weekday,113.86
19.05,58.08,6,0.95,8.46,Weekday,134.88
43.89,30.38,6,4.89,8.61,Weekday,184.52
31.49,93.71,1,14.35,4.39,Weekday,159.62
43.97,38.75,6,10.26,1.02,Weekday,178.1
27.97,25.5,4,12.32,17.21,Weekday,189.53
24.35,69.74,3,2.26,14.59,Weekday,141.59
30.18,64.65,5,13.35,14.12,Weekday,208.29
28.19,51.14,7,0.13,11.38,Weekday,143.62
18.17,51.66,6,3.41,14.32,Weekend,148.38
34.22,78.88,1,9.86,18.78,Weekday,182.4
21.48,34.68,4,6,13.65,Weekday,137.4
33.59,81.52,6,15.75,6.04,Weekday,209.69
34.51,68.66,1,0.49,11.84,Weekday,127.45
19.56,51.42,3,15.98,9.4,Weekday,182.25
16.84,54.35,2,9.98,11.57,Weekday,144.39
38.42,39.25,6,8.94,10.83,Weekday,175.63
28.79,76.41,4,0.95,17.32,Weekend,163.38
16.74,58.47,1,4.37,13.38,Weekday,109.43
44.85,44.06,1,14.79,4.59,Weekday,173.35
16.73,64.7,6,5.67,2.2,Weekend,117.17
35.85,94.68,1,10.59,9.06,Weekday,167.6
44.51,52.64,2,15.99,1.3,Weekend,194.64
22.18,89.05,1,4.21,7.05,Weekday,100.22
19.27,45.88,7,9.22,7.99,Weekday,173.36
18.64,24.1,5,11.14,8.14,Weekday,158.49
24.1,35.32,7,2.63,19.61,Weekend,173.71
18.03,51.4,5,2.38,6.77,Weekend,107.5
35.76,36.47,1,7.3,6.04,Weekday,127.36
16.87,20.02,6,6.17,3.46,Weekday,125.55
30.28,88.63,5,11.43,10.71,Weekday,201.34
44.9,83.29,4,1.11,3.92,Weekday,145.84
39.42,75.67,5,15.55,12.71,Weekend,232.19
33.46,32.59,7,0.23,3.95,Weekday,129.91
24.19,29.03,1,9.62,11.96,Weekday,127.58
33.72,25.07,6,9,16.7,Weekend,194.57
30.81,74.3,3,2.16,1.81,Weekend,115.08
27.78,89.66,6,2.41,8.98,Weekday,154.42
18.92,52.29,6,12.68,9.76,Weekday,176.61
41.6,28.94,6,14.2,16.03,Weekend,244.43
28.49,58.43,4,4.53,9.89,Weekday,128.7
20.84,46.16,2,7.01,11.78,Weekday,134.57
26.03,48.11,7,5.68,16.03,Weekday,172.15
27.42,66.6,1,1.16,11.64,Weekend,128.05
39.83,73.9,2,10.77,7.81,Weekday,180.89
37.01,28.3,3,13.2,2.63,Weekday,168.68
38.08,22.67,2,4.88,14.87,Weekday,145.17
15.33,94.57,1,15.84,17.55,Weekend,195.38
27.48,37.45,7,1.21,19.43,Weekend,169.67
29.44,24.04,7,10.59,18.61,Weekend,221.88
15.58,34.24,1,7.17,16.15,Weekday,109.52
22.79,22.92,3,7.15,13.23,Weekend,143.89
37.81,49.39,1,7.32,15.85,Weekend,178.87
19.11,80.18,3,4.14,9.21,Weekend,119.56
31.06,45.59,3,11.45,12.3,Weekend,181.1
21.46,53.31,1,11.55,7.63,Weekday,125.69
15.36,70.67,5,4.52,7.21,Weekday,128.48
22.24,58.17,7,13.36,15.38,Weekend,227.6
44.28,84.61,3,5.07,9.62,Weekend,170.6
39.05,84.95,1,11.6,5.03,Weekday,168.29
43.79,20.74,5,1.94,4.84,Weekday,137.72
29.64,78.35,7,2.7,17.32,Weekday,182.08
18.29,54.56,3,5.05,13.88,Weekday,131.53
31.44,94.16,7,9.5,11.37,Weekday,206.24
28.63,56.24,5,10.33,8.62,Weekend,191.44
40.33,94.02,7,6.34,9.19,Weekday,209.41
17.94,76.59,4,1.25,2.09,Weekday,86.89
29.65,38.65,6,5.98,9.64,Weekday,163.63
19.5,60.38,4,11.02,16.11,Weekday,181.95
24.74,94.41,5,10.74,8.37,Weekday,183.92
37.12,84.31,3,2.56,8.29,Weekday,147.97
29.28,27.3,1,0.12,1.3,Weekday,69.93
26.28,72.98,2,12.05,9.7,Weekday,159.97
26.83,45.92,1,1.7,1.48,Weekday,81.08
28.78,20.52,7,1.32,11.84,Weekday,126.37
38.55,50.26,2,0.04,10.63,Weekday,127.76
41.76,37.61,2,6.92,16.96,Weekday,178.89
43.66,81.42,7,8.05,12.05,Weekend,220.78
38.61,45.3,7,10.2,7.15,Weekday,202.57
24.46,82.06,3,4.74,10.81,Weekend,145.58
35.64,20.04,5,11.37,14.29,Weekday,199.25
28.13,43.09,1,2.71,2.79,Weekend,94.97
22.64,38.09,5,13.31,12.8,Weekday,184.56
40.23,37.52,4,9.15,18.42,Weekday,188.06
16.15,25.11,3,9.34,6.68,Weekday,109.24
42.05,34.03,3,3.36,12.91,Weekday,156.85
28.84,61.67,4,1.19,16.61,Weekday,142.45
34.12,41.85,1,7.44,10.72,Weekday,126.37
34.78,51.3,6,9.85,14.64,Weekend,210.31
41.85,48.27,4,1.52,6.91,Weekday,133.66
34.1,85.69,1,15.21,6.82,Weekday,200.14
33.42,87.9,2,15.69,13.68,Weekday,185.81
17,56.97,7,8.73,14.4,Weekend,180.07
30.55,44.76,3,15.2,18.8,Weekday,193.27
19.51,28.01,1,2.87,5.27,Weekday,83.36
37.12,91.51,5,0.41,9.9,Weekday,154.65
30.37,24.52,7,0.63,5.76,Weekday,141.63
35.41,42.32,5,9.4,2.52,Weekend,175.42
16.25,42.35,7,0.99,8.66,Weekend,117.91
17.54,44.03,3,15.34,8.11,Weekday,149.82
36.49,32.32,4,2.27,6.14,Weekday,128.35
17.16,78.74,6,4.88,6.64,Weekday,138.53
17.14,29.19,4,13.16,7.85,Weekday,146.52
15.36,67.62,1,3.5,19.79,Weekday,121.05
43.7,29.29,4,3.89,15.88,Weekday,173.73
37.13,25.29,3,10.28,2.36,Weekday,144.94
25.6,88.21,1,4.42,17.58,Weekend,136.78
23.9,34.26,2,3.48,13.03,Weekday,107.09
25.49,81.59,4,4.07,17.92,Weekend,167.73
38.24,60.85,4,7.85,7.49,Weekend,174.35
34.84,25.84,6,15.46,9.83,Weekend,231.28
20.56,91.66,1,13.32,18.03,Weekday,172.08
20.22,38.52,5,4.55,6.18,Weekend,128.55
17.95,84.47,4,5.81,18.39,Weekend,146.88
34.81,32.66,3,7.43,16.74,Weekday,156.03
37.93,84.05,4,15.66,19.63,Weekday,230.19
22.95,20.99,6,2.76,7.16,Weekday,119.51
15.63,58.38,2,5.72,5.48,Weekend,92.58
17.47,77.71,6,11.67,7.29,Weekend,167.06
44.04,90.11,4,15.42,19.14,Weekend,260.13
23.86,88.19,5,2.49,7.33,Weekend,134.86
38.08,81.47,7,3.64,11.74,Weekday,190.85
33.74,86.61,4,3.61,8.67,Weekday,158.78
26.46,34.94,1,0.33,8.53,Weekday,93.95
21.17,41.31,4,9.67,4.67,Weekday,138.62
18.64,41.67,5,10.73,11.2,Weekday,161.82
33.45,48.28,1,9.64,17.14,Weekend,176.6
38.24,49.5,3,1.14,1.94,Weekend,125.4
34.32,60.84,1,1.11,17.9,Weekday,140.66
30.91,31.99,6,3.37,13.64,Weekday,141.25
16.26,71.84,2,4.64,12.72,Weekday,115.03
44.05,32.57,6,12.58,12.89,Weekday,222.51
38.96,43.27,7,2.55,6.63,Weekday,164.23
23.78,57.75,1,0.71,8.89,Weekday,91.85
44.4,79.73,3,6.3,16.19,Weekend,193.55
33.06,75.46,4,6.66,6.82,Weekend,170.44
32.47,68.42,1,7.21,9.93,Weekend,142
37.44,31.68,6,13.23,1.37,Weekday,185.72
39.35,61.03,1,1.57,14.94,Weekday,148.62
34.69,26.56,1,11.26,8.94,Weekday,159.2
18.84,48.3,1,5.41,10.98,Weekend,111.16
25.15,51.01,3,4.96,3.18,Weekend,113.79
42.84,22.99,5,14.92,19.84,Weekday,221.73
21.74,40.55,5,3.98,6.75,Weekend,127.98
26.17,91.67,1,10.28,13.06,Weekday,161.67
27.96,91.52,3,4.4,12.04,Weekday,142.32
28.18,46.42,3,8.11,15.92,Weekend,165.23
33.39,23.23,7,12.58,6.58,Weekend,196.38
43.29,33.43,1,14.11,15.36,Weekday,179.46
22.22,49.42,6,13.42,8.27,Weekday,182.33
18.65,91.08,6,9.31,8.81,Weekday,173.67
20.92,30.59,2,3.98,13.78,Weekday,112.35
41.61,77.26,1,10.58,15.9,Weekend,206.56
34.37,28.15,2,11.36,13.67,Weekday,164.93
23.58,93.59,6,0.17,18.1,Weekday,155.89
39.48,48.62,6,7.03,6.42,Weekday,196.72
40.84,78.14,1,13.49,18.11,Weekend,200.53
40.4,45.69,2,7.83,3.49,Weekend,145.38
42.57,67.08,2,4.98,13.53,Weekend,172.82
22.57,34.4,1,13.95,11.4,Weekday,155.8
37.65,30.95,7,2.49,10.4,Weekend,179.64
28.82,90.35,2,3.3,6.91,Weekday,116.72
40.26,88.82,7,11,10.57,Weekday,240.88
36.85,86.56,4,5.64,4.07,Weekend,167.36
38.29,66.91,6,11.41,8.02,Weekday,199.42
34.68,80.62,5,2.52,2.87,Weekday,138.42
20.32,25.18,7,4.04,11.87,Weekday,144.97
31.35,45.11,7,2.51,2.82,Weekday,160.66
44.54,43.53,7,15.25,4.05,Weekday,228.44
43.12,67.67,3,6.49,2.62,Weekend,179.03
16.3,46.7,2,5.4,8.24,Weekday,108.78
19.94,31.14,2,0.23,17,Weekday,89.56
18.95,64.74,3,2.45,18.23,Weekend,144.95
36.78,81.08,2,6.74,2.37,Weekend,139.5
39.53,48.66,3,1.1,13.06,Weekday,138.49
21.41,29.92,7,8.17,14,Weekday,173.29
30.18,34.75,1,7.28,11.14,Weekday,129.79
40.22,37.81,4,12.27,13.67,Weekday,208.2
36.98,42.49,7,10.56,5.44,Weekday,198.81
31.27,68.21,4,7.14,10.3,Weekday,162.58
32.71,65.07,6,3.59,8.43,Weekday,174.71
30.25,72.21,7,11.63,2.7,Weekday,186.6
23.93,47.19,5,11.33,12.89,Weekday,168.54
31.95,81.8,2,2.45,10.41,Weekday,135.69
35.67,35.31,5,14.64,6.23,Weekday,194.21
41.2,55.18,1,1.03,10,Weekday,127.31
34.09,80.07,4,0.88,15.73,Weekday,161.86
37.83,33.51,7,3,16.23,Weekday,181.87
19.8,28.24,1,14.55,13.34,Weekday,161.82
28.85,86.28,1,8.32,9.89,Weekend,152.12
15.28,45.72,2,12.61,11.94,Weekday,136.61
22.4,71.29,1,3.65,8.32,Weekday,109.12
36.79,21.9,7,7.84,3.4,Weekday,170.9
44.75,71.75,7,5.73,8.33,Weekday,203.11
17.98,43.71,4,13.25,11.08,Weekend,157.59
27.04,24.18,7,0.36,12.38,Weekday,132.85
39,65.74,5,3.9,18.78,Weekday,197.29
21.12,38.06,4,2.44,15.77,Weekday,117.24
31.65,49.01,2,13.75,3.89,Weekend,162.11
36.99,26.04,4,7.48,4.31,Weekend,157.15
33.48,31.04,3,6.47,2.91,Weekday,140.38
20.64,42.35,5,7.19,15.03,Weekday,151.43
25.66,26.73,3,15.55,14.42,Weekend,190.98
38.51,88.31,3,13.6,19.74,Weekend,228.5
31.63,20.45,6,11.3,10.92,Weekday,168.5
15.16,56.29,7,4.65,16.7,Weekday,158.2
37.83,29.24,2,2.64,11.95,Weekday,130.52
16.06,43.08,1,14.74,17.61,Weekday,158.31
37.37,89.45,3,6.77,14.7,Weekday,175.76
21.07,32.13,4,4.46,13.21,Weekday,124.43
43.74,92.44,1,7.53,11.74,Weekend,188.8
26.04,35.43,4,14.69,14.74,Weekday,185.32
24.81,75.62,4,6.19,8.97,Weekend,136.64
19.47,61,1,9,2.83,Weekday,112.01
24.17,86.34,1,12.85,1.76,Weekend,150.99
41.3,61.55,7,6.83,10.1,Weekday,208.61
44.89,60.09,4,3.74,12.39,Weekday,169.97
26.05,34.66,2,15.91,2.5,Weekday,150.39
28.46,32.47,7,15.31,6.45,Weekday,204.28
36.66,88.74,5,13.5,7.12,Weekend,221.72
41.59,44.59,6,11.01,11.69,Weekday,215.54
32.79,47.91,5,4.72,6.29,Weekday,154.67
26.75,76.99,2,14.61,2.82,Weekday,153.35
27.38,45.41,7,4.41,4.13,Weekend,134.52
35.87,91.4,6,12.81,4.31,Weekday,215.54
15.1,75.34,7,14.69,17.01,Weekday,201.75
33.59,64.81,1,9.65,6.4,Weekday,144.03
25.66,86.07,6,12.85,14.58,Weekday,216.37
38.83,23.72,4,12.67,11.79,Weekend,197.15
17.79,39.28,5,3.09,19.56,Weekday,146.37
32.65,54.88,6,10.69,6.18,Weekday,204.56
29.43,37.02,4,1.5,4.01,Weekday,116.04
34.27,75.79,7,8.13,1.99,Weekday,175.53
16.95,88.94,2,2.6,5.58,Weekday,85.56
32.4,51.78,6,6.66,14,Weekday,188.04
31.84,45.66,4,13.33,2.62,Weekday,169.41
31.82,92.12,7,15.79,5.65,Weekday,213.38
33.1,53.36,7,5.09,17.25,Weekday,201.88
35.29,56.68,7,8.51,12.08,Weekday,207.19
39.15,46.37,2,8.18,2.32,Weekday,142.21
23.09,88.22,1,15.27,1.91,Weekend,171.44
39.75,62.67,2,7.66,2.16,Weekend,158.75
29.95,77.16,2,11.19,18.9,Weekday,177.04
17.31,80.89,5,14.75,17.15,Weekday,208.9
16.76,45.64,7,5.97,17.05,Weekday,166.29
25.03,52.53,4,14.43,18.56,Weekend,218.74
38.55,83.64,6,14.68,10.6,Weekend,244.4
36.23,47.24,5,14.89,5.7,Weekday,202.81
38.66,79.55,7,4.33,8.63,Weekday,191.32
30.52,90.57,3,6.41,14.66,Weekday,157.67
28.21,66.74,2,13.93,17.64,Weekday,184.18
19.42,75.62,3,5.75,9.27,Weekend,134.56
24.85,80.38,7,9.6,11.17,Weekday,181.66
28.02,83.38,5,1.89,18.7,Weekend,173.84
17.66,49.63,4,0.9,3.04,Weekday,83.47
21.62,23.84,5,6.59,17.38,Weekday,150.83
32.95,50.14,4,9.26,4.03,Weekday,162.57
37.07,70.53,4,6.28,10.19,Weekday,166.14
44.95,53.78,7,9.24,5.15,Weekend,214.73
42.99,76.17,1,8.24,12.46,Weekday,173.89
34.28,46.77,7,10.97,11.61,Weekday,198.18
27.64,67.61,2,10.39,8.22,Weekday,157.93
34.09,33.98,5,6.79,17.4,Weekday,187.84
38.57,76.2,4,6.8,13.54,Weekday,192.56
18.55,60.93,7,2.25,14.7,Weekend,170.41
27.3,35.3,7,8.21,3.86,Weekday,157.89
40.19,41.89,5,9.39,17.78,Weekday,190.71
26.51,76.15,5,7.62,4.17,Weekend,153.8
32.16,56.2,4,5.21,5.23,Weekday,149.38
32.63,36.2,6,11.55,3.43,Weekday,176.46
20.53,92.55,3,1.19,9.37,Weekday,103.47
25.87,73.63,2,14.63,17.87,Weekday,176.33
25.04,91.79,2,0.33,5.8,Weekend,119.2
15.79,52.03,6,15.4,8.1,Weekday,184.01
15.73,55.63,1,7.4,17.08,Weekday,119.88
39.95,87.35,6,6.6,12.74,Weekday,218.91
23.19,59.38,1,4.1,15.28,Weekday,140.83
30.54,73.05,1,0.16,5.07,Weekday,105.04
23.96,38.91,6,4.4,14.61,Weekday,160.78
43.22,53.5,2,1.75,5.32,Weekend,138.66
22.78,29.26,3,10.56,19.76,Weekday,171.6
27.89,35.45,2,5.11,11.64,Weekday,141.08
41.18,20.07,7,12.27,14.22,Weekday,214.88
40.26,22.94,2,3.31,3.25,Weekday,114.68
20.58,93.3,2,14.4,5.76,Weekday,158.15
39.08,38.18,6,8.37,3.66,Weekday,180.09
28.75,69.75,6,1.83,8.41,Weekday,159.94
29.49,82.93,7,6.41,6.4,Weekday,180.2
19,61.3,7,3.31,14.93,Weekday,161.32
17.42,31.49,6,3.19,3.07,Weekday,115.33
36.84,74.61,2,8.1,15.29,Weekday,174.97
29.89,65.02,3,10.75,1.87,Weekend,151.47
28.11,74.84,1,14.59,4.84,Weekday,157.92
36.89,77.73,5,8.03,16.05,Weekend,200.94
37.97,93.16,1,15.45,15.11,Weekday,201.98
19.77,63.02,7,15.07,10.05,Weekend,208.34
33.31,45.62,7,13.84,1.95,Weekday,192.39
19.06,68.63,1,8,12.59,Weekday,141.37
37.54,25.13,5,2.25,8.73,Weekend,150.63
34.71,87.3,2,3.49,7.01,Weekday,146.66
43.7,28.95,3,10.36,13.17,Weekday,176.98
17.07,44.59,3,6.75,9.3,Weekend,114.2
16.71,81.18,1,2.35,2.76,Weekday,78.18
23.47,64.8,5,7.66,18.4,Weekday,184.15
22.85,49.52,7,0.28,15.79,Weekday,144.06
22.41,55.51,4,11.74,2.07,Weekday,145.58
42.19,84.09,2,1.18,10.98,Weekday,154.61
22.49,45.5,1,10.07,2.58,Weekend,115
23.16,85.22,3,12.69,16.91,Weekday,179.49
37.78,26.61,7,2.12,12.65,Weekend,180.03
28.49,78.26,6,8.3,4.28,Weekday,159.08
38.3,83.57,6,12.47,1.39,Weekend,203.18
16.96,33.64,5,4.17,1.6,Weekday,103.82
29.63,52.28,5,2.61,10.64,Weekend,153.38
16.01,32.41,1,5.39,14.95,Weekday,110.27
16.88,73,4,8.88,3.3,Weekend,144.3
42.19,60.15,3,9.2,5.2,Weekday,168.44
19.18,67.65,1,2.09,7.22,Weekday,95.78
30.97,34.74,4,7.32,5.14,Weekday,146.48
27.33,35.88,7,4.29,8.44,Weekday,159.61
25.42,23.11,5,13.47,11.63,Weekday,173.84
42,44.16,6,5.02,14.01,Weekday,195.57
15.65,61.98,2,13.42,19.31,Weekday,164.42
34.91,84.35,7,6.86,18.69,Weekday,216.5
43.9,70.02,6,11.63,11.83,Weekday,227.7
31.81,52.65,3,8.16,14.95,Weekday,183.56
43.1,91.48,3,9.95,19.07,Weekend,213.44
16.57,73.94,6,6.33,2.59,Weekend,148.67
27.56,89.76,7,12.29,1.11,Weekday,201.73
22.8,59.57,6,6.8,1.57,Weekday,147.58
36.92,39.42,4,7.32,11.7,Weekday,164.69
44.44,23.96,1,8.28,15.49,Weekend,185.11
22.7,74.46,5,13.31,7.97,Weekday,177.97
34.63,29.1,4,10.55,11.36,Weekday,181.02
20.94,42.71,2,5.59,10.81,Weekday,116.4
31.96,59.94,6,10.73,2.8,Weekend,179.98
28.92,62.33,2,10.28,7.11,Weekday,153.02
44.16,65.04,2,14.9,1.37,Weekday,200.08
33.26,32.47,4,13.46,3.1,Weekday,171.06
25.49,48.48,5,10.36,16.43,Weekday,199
18.42,66.29,7,5.46,16.76,Weekday,169.04
19.54,92.74,3,12.47,16.24,Weekday,179.46
21.76,74.57,1,9.2,14.81,Weekend,138.73
22.53,89.2,3,15.76,16.07,Weekday,193.15
40.52,77.17,5,3.96,13.75,Weekend,187.4
31.84,64.38,3,1.27,13.73,Weekday,133.92
30.7,34.4,6,1.12,13.68,Weekday,141.03
18.44,70,6,10.24,10.77,Weekend,170.87
40.8,66.75,4,15.03,7.9,Weekday,208.2
36.68,65.19,2,0.03,14.87,Weekday,143.94
17.03,56.73,5,11.61,6.67,Weekend,147.65
36.24,59.65,5,10.51,11.32,Weekday,178.66
31.31,45.08,3,11.72,9.23,Weekday,152.83
17.45,58.95,4,5.69,6.26,Weekend,118.67
28.75,34.82,3,13.13,19.52,Weekday,193.31
29.54,80.39,3,0.72,5.92,Weekday,114.67
19.97,33.93,5,12.09,6.88,Weekend,157.69
43.37,26.37,3,4.27,4.07,Weekday,135.02
40.5,52.72,2,7.63,16.64,Weekday,160.62
35.07,69.37,3,13.16,12.15,Weekend,205.78
28.87,52.83,2,4.34,12.65,Weekday,141.66
27.35,40.76,5,2.96,16.59,Weekend,153.61
34.53,61.86,4,10.9,7.52,Weekend,183.98
31.36,46.03,6,8.53,4.68,Weekday,167.91
16.87,89.97,2,8.23,4.77,Weekday,112.34
30.38,89.2,4,4.11,14.92,Weekday,161.21
39.19,57.68,4,0.56,12.67,Weekday,164.52
28.78,44.59,2,6.56,4.92,Weekend,126.51
16.56,75.28,5,1.7,3.76,Weekday,110.12
38.59,22.75,1,14.5,3.29,Weekday,151.21
21.04,55.61,4,0.66,12.93,Weekday,114.53
22.76,45.22,4,6.91,1,Weekend,129.99
19.94,89.04,5,0.84,1.35,Weekday,102.62
24.91,20.9,5,1.53,8.4,Weekend,134.42
37.7,61.46,3,10.54,14.14,Weekday,175.91
30.58,75.55,5,10.35,14.21,Weekend,195.49
